val_loss,val_auc,epoch,step,train_loss,train_auc,test_auc
,,61,48359,0.6230555772781372,0.7082023620605469,
0.6227750778198242,0.710882306098938,62,49139,,,
,,62,49139,0.6233665943145752,0.707640528678894,
0.6230922937393188,0.7095546722412109,63,49919,,,
,,63,49919,0.6233997941017151,0.7076470851898193,
0.6419712901115417,0.7105239033699036,64,50699,,,
,,64,50699,0.62291020154953,0.7086309194564819,
0.6278741359710693,0.7065884470939636,65,51479,,,
,,65,51479,0.6236874461174011,0.7072646617889404,
0.6208153367042542,0.7119333744049072,66,52259,,,
,,66,52259,0.6223609447479248,0.7091773748397827,
0.6205686330795288,0.71132493019104,67,53039,,,
,,67,53039,0.6215832233428955,0.7105727791786194,
0.6235420107841492,0.7119549512863159,68,53819,,,
,,68,53819,0.6221628189086914,0.7094863057136536,
0.6230927109718323,0.7114527225494385,69,54599,,,
,,69,54599,0.6222466826438904,0.709540605545044,
0.6188907027244568,0.7149873971939087,70,55379,,,
,,70,55379,0.6224541664123535,0.7091607451438904,
0.6235455274581909,0.7095034122467041,71,56159,,,
,,71,56159,0.6214427947998047,0.7105277180671692,
0.6203771233558655,0.7119395732879639,72,56939,,,
,,72,56939,0.6216267347335815,0.7108688354492188,
0.6205870509147644,0.7131069302558899,73,57719,,,
,,73,57719,0.6211904883384705,0.7114906311035156,
0.6259917616844177,0.7133700847625732,74,58499,,,
,,74,58499,0.6215283870697021,0.7106055021286011,
0.6331896781921387,0.71207594871521,75,59279,,,
,,75,59279,0.6206000447273254,0.7121091485023499,
0.6212043166160583,0.7099341750144958,76,60059,,,
,,76,60059,0.6203557848930359,0.7125271558761597,
0.6263052225112915,0.7134731411933899,77,60839,,,
,,77,60839,0.6204156875610352,0.7122570276260376,
0.6194288730621338,0.7154272198677063,78,61619,,,
,,78,61619,0.6201819181442261,0.712533712387085,
0.6275670528411865,0.7070512771606445,79,62399,,,
,,79,62399,0.6201372146606445,0.7126030325889587,
0.626128613948822,0.7081371545791626,80,63179,,,
,,80,63179,0.6198244094848633,0.7129558324813843,
0.624724268913269,0.7064728736877441,81,63959,,,
,,81,63959,0.6194588541984558,0.7134842872619629,
0.6252093315124512,0.712550938129425,82,64739,,,
,,82,64739,0.619514524936676,0.7136646509170532,
0.6187852621078491,0.7152075171470642,83,65519,,,
,,83,65519,0.6190707683563232,0.7144134044647217,
0.6194694638252258,0.7164833545684814,84,66299,,,
,,84,66299,0.6190944314002991,0.7141989469528198,
0.6215589642524719,0.715613067150116,85,67079,,,
,,85,67079,0.618785560131073,0.7146564722061157,
0.6220541000366211,0.7134602069854736,86,67859,,,
,,86,67859,0.6187273859977722,0.7148861885070801,
0.6221345067024231,0.7165974378585815,87,68639,,,
,,87,68639,0.618821382522583,0.714652419090271,
0.6231780052185059,0.7195121049880981,88,69419,,,
,,88,69419,0.6189014315605164,0.7147001624107361,
0.6236876249313354,0.7162479162216187,89,70199,,,
,,89,70199,0.6189268231391907,0.7143799066543579,
0.6205371618270874,0.7147282958030701,90,70979,,,
,,90,70979,0.6180449724197388,0.715758204460144,
0.6159788966178894,0.7183436751365662,91,71759,,,
,,91,71759,0.6181103587150574,0.7155007123947144,
0.6202972531318665,0.7134943604469299,92,72539,,,
,,92,72539,0.6171557903289795,0.7167669534683228,
0.6170879602432251,0.7169400453567505,93,73319,,,
,,93,73319,0.6180023550987244,0.7156511545181274,
0.6210529208183289,0.7165901064872742,94,74099,,,
,,94,74099,0.6171243786811829,0.7167143225669861,
0.6154528260231018,0.7192776799201965,95,74879,,,
,,95,74879,0.6182899475097656,0.715461790561676,
0.6173816323280334,0.7200625538825989,96,75659,,,
,,96,75659,0.6166839003562927,0.7171840071678162,
0.621841311454773,0.7130905389785767,97,76439,,,
,,97,76439,0.6165158152580261,0.7177478075027466,
0.6281306743621826,0.7121698260307312,98,77219,,,
,,98,77219,0.6175484657287598,0.7165194749832153,
0.6159821152687073,0.7187669277191162,99,77999,,,
,,99,77999,0.6175020933151245,0.7162212133407593,
,,100,78000,,,0.7187669277191162
,,100,78000,,,0.7187669277191162
,,100,78000,,,0.7187669277191162
