val_loss,val_auc,epoch,step,train_loss,train_auc,test_auc
0.4869278073310852,0.8619940280914307,71,16919,,,
,,71,16919,0.4815877079963684,0.8557224273681641,
0.4889245927333832,0.8618362545967102,72,17154,,,
,,72,17154,0.47879788279533386,0.8566070795059204,
0.48632755875587463,0.8623259663581848,73,17389,,,
,,73,17389,0.48020628094673157,0.8561183214187622,
0.485810786485672,0.8624058961868286,74,17624,,,
,,74,17624,0.4801643192768097,0.856419563293457,
0.4842500388622284,0.8624907732009888,75,17859,,,
,,75,17859,0.47923967242240906,0.8568888306617737,
0.4866209328174591,0.8621587753295898,76,18094,,,
,,76,18094,0.47973933815956116,0.8560361862182617,
0.48613685369491577,0.8621781468391418,77,18329,,,
,,77,18329,0.4789843261241913,0.8569319844245911,
0.48578816652297974,0.8625761270523071,78,18564,,,
,,78,18564,0.47837087512016296,0.8576130867004395,
0.4852386713027954,0.8620750904083252,79,18799,,,
,,79,18799,0.4778730571269989,0.8583431839942932,
0.4861474335193634,0.8621684908866882,80,19034,,,
,,80,19034,0.47776496410369873,0.8579605221748352,
0.48857951164245605,0.8624515533447266,81,19269,,,
,,81,19269,0.47911620140075684,0.8578400611877441,
0.48689714074134827,0.8623487949371338,82,19504,,,
,,82,19504,0.4778496325016022,0.8577766418457031,
0.4860502779483795,0.862372636795044,83,19739,,,
,,83,19739,0.47511979937553406,0.8592091798782349,
0.48682504892349243,0.8625112771987915,84,19974,,,
,,84,19974,0.4772752821445465,0.8581002354621887,
0.4873577058315277,0.8624503016471863,85,20209,,,
,,85,20209,0.4771043062210083,0.8588289618492126,
0.48672640323638916,0.8624269962310791,86,20444,,,
,,86,20444,0.47532662749290466,0.8593239784240723,
0.48650428652763367,0.8625403642654419,87,20679,,,
,,87,20679,0.4755235016345978,0.8595230579376221,
0.4874579906463623,0.8624605536460876,88,20914,,,
,,88,20914,0.4769738018512726,0.8588843941688538,
0.486089825630188,0.8624516725540161,89,21149,,,
,,89,21149,0.4754684269428253,0.8596034646034241,
0.48626235127449036,0.8624557256698608,90,21384,,,
,,90,21384,0.4755086600780487,0.8593707084655762,
0.48582857847213745,0.8624700307846069,91,21619,,,
,,91,21619,0.47500190138816833,0.8601630330085754,
0.4855163097381592,0.8624927997589111,92,21854,,,
,,92,21854,0.4752444624900818,0.8596023917198181,
0.4855160415172577,0.8625298738479614,93,22089,,,
,,93,22089,0.4758831858634949,0.8589610457420349,
0.48531684279441833,0.8625156879425049,94,22324,,,
,,94,22324,0.4761279821395874,0.8598422408103943,
0.48540249466896057,0.8624910116195679,95,22559,,,
,,95,22559,0.4743417501449585,0.8601899743080139,
0.48548874258995056,0.8624932765960693,96,22794,,,
,,96,22794,0.47434285283088684,0.8605462312698364,
0.48546722531318665,0.8625149726867676,97,23029,,,
,,97,23029,0.4748404324054718,0.8600654602050781,
0.48544609546661377,0.8625160455703735,98,23264,,,
,,98,23264,0.4751799702644348,0.8592538833618164,
0.48544591665267944,0.8625157475471497,99,23499,,,
,,99,23499,0.4740910828113556,0.8601623773574829,
,,100,23500,,,0.8625157475471497
,,100,23500,,,0.8650680780410767
,,100,23500,,,0.8625156879425049
,,100,23500,,,0.8650680780410767
