val_loss,val_auc,epoch,step,train_loss,train_auc,test_auc
0.4825799763202667,0.8551177978515625,42,10104,,,
,,42,10104,0.5028916001319885,0.8387559056282043,
0.49676036834716797,0.8569350242614746,43,10339,,,
,,43,10339,0.4999091625213623,0.83906489610672,
0.48013073205947876,0.8552994132041931,44,10574,,,
,,44,10574,0.5033688545227051,0.8387850522994995,
0.5259656310081482,0.8569443821907043,45,10809,,,
,,45,10809,0.4997086226940155,0.8409169316291809,
0.476178914308548,0.8553162217140198,46,11044,,,
,,46,11044,0.500715434551239,0.8396676778793335,
0.49686291813850403,0.8579391241073608,47,11279,,,
,,47,11279,0.4986836910247803,0.8413485288619995,
0.4966840147972107,0.8536760807037354,48,11514,,,
,,48,11514,0.5016119480133057,0.8392850756645203,
0.48112455010414124,0.8575965166091919,49,11749,,,
,,49,11749,0.5046496987342834,0.8370683193206787,
0.4764985144138336,0.8569431304931641,50,11984,,,
,,50,11984,0.5026739835739136,0.8384771347045898,
0.47736692428588867,0.8579791784286499,51,12219,,,
,,51,12219,0.5003392696380615,0.8406655788421631,
0.48109179735183716,0.8574226498603821,52,12454,,,
,,52,12454,0.4977594316005707,0.8418217897415161,
0.4788290560245514,0.8567051291465759,53,12689,,,
,,53,12689,0.4983769953250885,0.8419163227081299,
0.4901462495326996,0.8576814532279968,54,12924,,,
,,54,12924,0.500178873538971,0.8411548733711243,
0.4783293902873993,0.8562394380569458,55,13159,,,
,,55,13159,0.49805861711502075,0.8412245512008667,
0.4902145266532898,0.8586511611938477,56,13394,,,
,,56,13394,0.5006504058837891,0.8395631313323975,
0.4746971130371094,0.8577436804771423,57,13629,,,
,,57,13629,0.5001254677772522,0.8399755954742432,
0.4810508191585541,0.8580958843231201,58,13864,,,
,,58,13864,0.500377357006073,0.8407577276229858,
0.48281484842300415,0.8568644523620605,59,14099,,,
,,59,14099,0.4970703125,0.843032717704773,
0.4781724810600281,0.8587806224822998,60,14334,,,
,,60,14334,0.4948471784591675,0.8430929183959961,
